instance_id,drugName,smiles
3383,hymecromone,C[N+]12CCC(CC1)C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O.[Br-]
3384,(+)-isoprenaline,CO[C@@]1([C@@H]2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3
3385,nizatidine,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)CN(C)C
3386,propofol,C[C@@H]1[C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
3387,pentetic acid,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O
3388,crotamiton,CN(CC(CO)O)C(=O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)NC(=O)COC)I
3389,bemegride,CCC1(C(=O)C=CNC1=O)CC
3390,esculin,CCCC(=O)NC1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@H]4[C@H](O3)COP(=O)(O4)O)OC(=O)CCC
3391,monobenzone,COC1=NC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N
3392,thioperamide,C1CN(P(=O)(OC1)NCCCl)CCCl
3393,eticlopride,C1=CC(=CC=C1CN2C=CN=C2)/C=C/C(=O)O
3394,bretylium tosilate,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1C)C)C(=O)OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)O)O)O)O
3395,trichostatin A,CC(C)N=C(N)/N=C(\N)/NC1=CC=C(C=C1)Cl
3396,propranolol,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)OCOC(=O)C(C)(C)C)C
3397,digoxigenin,CCOC1[C@@H]([C@H]([C@H](O1)[C@@H](COCC2=CC=CC=C2)OCC3=CC=CC=C3)OCC4=CC=CC=C4)O
3398,felbinac,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
3399,diloxanide,C[C@@H]1CN(CC[C@@]1(C2=CC=CC=C2)C(=O)O)C3CCC(CC3)(C#N)C4=CC=C(C=C4)F
3400,2-aminobenzenesulfonamide,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C
3401,xamoterol,C1=CC(=C(C=C1[As](=O)(O)O)[N+](=O)[O-])O
3402,primidone,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC=CC=N4
3403,medrysone,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)CO
3404,demeclocycline,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCNCCCC[C@@H](C(=O)O)N)N(C)C)O
3405,meclofenoxate,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)OC4C5=CC=CC=C5C(=O)O4)C
3406,levonorgestrel,CCC(=O)[C@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)C)C
3408,cloperastine,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C
3409,sulfamethoxypyridazine,CC1=CC(=C(N1C2=CC=CC=C2)C)/C=C/C3=[N+](C4=C(C=C3)C=C(C=C4)N(C)C)C
3410,flumetasone,CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2
3411,flunixin,CCOC(=O)NC1=CC2=C(C=C1)SC3=CC=CC=C3N2C(=O)CCN4CCOCC4
3412,fenoprofen,CN1C(=O)CC(C1=O)C2=CC=CC=C2
3413,furaltadone,C(NC(=O)NC1C(=O)NC(=O)N1CO)NC(=O)NC2C(=O)NC(=O)N2CO
3414,fluocinonide,CCN[C@@H]1C[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]2[C@@H]([C@H]([C@@](CO2)(C)O)NC)O)O)O[C@@H]3[C@@H](CC=C(O3)CN)N)N
3415,bendroflumethiazide,CC1(C2CCC(C2)C1(C)NC)C
3416,eucatropine,CC[N+](CC)(CC)CCC(C1CCCCC1)(C2=CC=CC=C2)O
3417,deferoxamine,CCC(CC1=C(C(=C(C=C1I)I)N)I)C(=O)O
3418,flecainide,CC(=O)N(C)C1=C(C(=C(C(=C1I)C(=O)NCC(=O)NC2=C(C(=C(C(=C2I)C(=O)O)I)C(=O)NCCO)I)I)C(=O)NC)I
3419,spiramycin,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
3420,piperacillin,C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=CN=C4N)O)OP(=O)(O1)O
3421,ethoxyquin,C1CC(=C(N2[C@H]1[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)Cl
3422,sulfadimidine,CC(C)NC(=O)C1=CC=C(C=C1)CNNC
3423,dicoumarol,CC(C)(C)NC[C@@H](COC1=CC=CC=C1C2CCCC2)O
3424,isocarboxazid,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)N=CN3CCCCCC3)C(=O)OCOC(=O)C(C)(C)C)C
3425,mephentermine,CN(C/C=C/C1=CC=CC=C1)CC2=CC=CC3=CC=CC=C32
3426,cefazolin,CC(C[N+](C)(C)C)OC(=O)N
3427,glycopyrronium bromide,CCCN1CCC[C@H]2[C@H]1CC3=C(C2)NN=C3
3428,trichostatin A,C1[C@@H](NC(=N[C@H]1O)N)[C@H]2C(=O)NC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N/C(=C\NC(=O)N)/C(=O)N2)CO)CO)NC(=O)C[C@H](CCCN)N
3429,diethylstilbestrol,CCC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)OC(=O)OCC
3430,tinidazole,CCC(=O)O[C@@](CC1=CC=CC=C1)(C2=CC=CC=C2)[C@@H](C)CN(C)C
3431,guaifenesin,CCCNC(C)(C)COC(=O)C1=CC=CC=C1
3432,thiamazole,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)[C@@H]5C[C@@H]5[C@]34C)Cl)C)O
3433,lithocholic acid,COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N
3434,alpha-ergocryptine,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@@H]3[C@H](O3)/C=C/C(=O)O1)O)O)O)C(=O)O)O[C@H]4[C@H]([C@H]([C@@H]([C@H](O4)C)O)N)O
3435,atractyloside,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O
3436,cefamandole,C1=CC2=C(C(=C1)Cl)SC=C2COC(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl
3438,guanadrel,CCN1CCCC(C1)OC(=O)C(C2=CC=CC=C2)C3=CC=CC=C3
3439,merbromin,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2
3440,levomepromazine,CC(C)NC[C@H](COC1=CC=CC2=CC=CC=C21)O
3441,sulfadimethoxine,CN(C)CCOC(=O)C(C1=CC=CC=C1)C2(CCCC2)O
3442,calcium folinate,CN1C(=CN=C1COC(=O)N)[N+](=O)[O-]
3443,monensin,CCOC1=C(C=CC(=C1)CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O
3444,ribostamycin,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O
3445,vidarabine,CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13.[Br-]
3446,proadifen,CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CC2(Cl)Cl
3447,hexylcaine,C1[C@H](C(=O)NO1)N
3448,dienestrol,C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)O
3449,sulfanilamide,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)N(C)C)C(=O)O)[C@@H](C)O
3450,corbadrine,CCN[C@H]1C[C@@H](S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)C
3451,isoetarine,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C
3452,methacholine chloride,C1CCN(C1)C2=C(C(=CC(=C2)C(=O)O)S(=O)(=O)N)OC3=CC=CC=C3
3453,sulfametoxydiazine,CC(C)NCC(COC1=CC=CC=C1OCC=C)O
3454,zomepirac,CN1C2CCC1CC(C2)O
3455,drofenine,C1=CN=C(C=N1)Cl
3456,pridinol,CC(C)NC[C@@H](C1=CC(=C(C=C1)O)O)O
3457,hecogenin,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(=O)O
3458,ebselen,C1CN(CCN1CCCC(=O)C2=CC=C(C=C2)F)C3=CC=CC=N3
3459,mevalolactone,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)CCO
3460,pipenzolate bromide,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C
3461,isopropamide iodide,CCSC1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C
3462,trichostatin A,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C
3463,cinoxacin,CNCC(C1=CC=C(C=C1)O)O
3464,cicloheximide,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
3465,amrinone,CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2
3466,carbinoxamine,C[N+]1(CCCC1)CC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)[O-]
3467,bergenin,CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3
3468,azlocillin,CCCOC1=C(C=CC(=C1)N)C(=O)OCCN(CC)CC
3469,butacaine,C1=CC(=C(C=C1N)C(=O)O)O
3470,securinine,C[C@H]1C[C@H]2[C@@H]3CC[C@@H]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)CC4)C)O)C)C(=O)C
3471,cefapirin,CN(C)[C@H]1[C@@H]2C[C@@H]3[C@@H](C4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O
3472,gabapentin,CN(C)CCOC(=O)COC1=CC=C(C=C1)Cl
3473,iopamidol,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
3474,methazolamide,C1CCN(CC1)CCOC(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
3475,cromoglicic acid,COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N
3476,clidinium bromide,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)F
3477,cefoxitin,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O
3478,alimemazine,C[C@H]([C@@](C(C)C)(C(=O)OCC1=CCN2[C@H]1[C@H](CC2)O)O)OC
3479,doxycycline,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N
3480,raloxifene,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Br
3481,iopromide,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O
3482,pyrithyldione,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2
3483,bucladesine,CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O
3484,sulfamonomethoxine,C1=CC=C2C(=C1)C=NN=C2NN
3485,ifosfamide,C1=CC=C(C=C1)CCN=C(N)N=C(N)N
3503,ozagrel,C1=CC=C(C=C1)CNC2=NC=NC3=C2NC=N3
3504,asiaticoside,CCCNC(C)C(=O)NC1=CC=CC=C1C
3505,proguanil,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl
3506,pivampicillin,CC(C1=CC=CC(=C1)C(=O)C2=CC=CC=C2)C(=O)O
3507,tribenoside,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3
3508,risperidone,C1CC(=NC1)C2=CN=CC=C2
3509,levocabastine,C1=CC=C(C=C1)CN=C(N)NC(=O)C2=C(N=C(C(=N2)Cl)N)N
3510,trichostatin A,CC1=C(C(=C2C(=C1)C(=C(C(=C2C=O)O)O)C(C)C)O)C3=C(C=C4C(=C3O)C(=C(C(=C4C(C)C)O)O)C=O)C
3511,roxarsone,CCN1C[C@@]2(CC[C@@H]([C@@]34[C@@H]2C[C@@H](C31)[C@]5(C[C@@H]([C@H]6C[C@@H]4[C@@H]5[C@H]6O)OC)O)O)C
3512,piribedil,C[C@]12CC[C@H](C[C@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O
3513,betulin,CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3
3514,lymecycline,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC[C@@H]4[C@@]3(C=CC(=O)N4)C
3515,talampicillin,C[N+]1(C[C@@H](C[C@H]1C(=O)[O-])O)C
3516,rimexolone,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C
3517,torasemide,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC
3518,pyrvinium,C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC
3519,etomidate,COC1=CC(=CC(=C1OC)OC)C(=O)OCCCN2CCCN(CC2)CCCOC(=O)C3=CC(=C(C(=C3)OC)OC)OC
3520,moracizine,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
3521,phensuximide,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N
3522,imidurea,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O
3523,S-propranolol,C[C@@H]([C@@H](C1=CC(=CC=C1)O)O)N
3524,netilmicin,COC1=CC(=O)O[C@H](C1)/C=C/C2=CC=CC=C2
3525,mecamylamine,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3
3526,tridihexethyl,C1CCN(C1)CC2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)Cl
3527,iopanoic acid,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
3528,ioxaglic acid,C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-]
3529,lansoprazole,CC1=CC=CC=C1OCC(CO)O
3530,Prestwick-1082,C[N+]1(CCCC1)CCCCC[N+]2(CCCC2)C
3531,cyclic adenosine monophosphate,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
3532,loracarbef,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
3533,procarbazine,C[C@]12CCC(=O)C=C1[C@H](C[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3C[C@@H]5[C@]4(OC(O5)(C)C)C(=O)CO)C)O)F
3534,penbutolol,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3C[C@@H]5[C@]4(OC(O5)(C)C)C(=O)CCl)C)O)F
3535,pivmecillinam,CC1=CC(=NO1)C(=O)NNCC2=CC=CC=C2
3536,naftifine,CC(C)(CC1=CC=CC=C1)NC
3537,bethanechol,CC1=NN=C(S1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O
3538,Prestwick-1083,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C.[Br-]
3539,quinpirole,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C
3540,Prestwick-1103,CC(C)CC(=O)O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@@H]2C[C@H]([C@H]3CC[C@@]45C[C@@H](CC[C@H]4[C@@]3(C2)C)C(=C)[C@@H]5O)C(=O)O)CO)OS(=O)(=O)[O-])OS(=O)(=O)[O-].[K+].[K+]
3541,viomycin,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)[C@@H](C4=CC=CC=C4)O)SC2)C(=O)O
3542,prednicarbate,C1CCC2(CC1)OCC(O2)CN=C(N)N
3543,levopropoxyphene,CCCCC(CC)CN=C(N)NC(=NCCCCCCN=C(N)NC(=NCC(CC)CCCC)N)N
3544,meprylcaine,C1=CC=C(C(=C1)C2=C3C=C(C(=O)C=C3OC4=C(C(=C(C=C24)Br)[O-])[Hg])Br)C(=O)[O-].O.[Na+].[Na+]
3545,cyproterone,C[C@@H](CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C
3546,Prestwick-1084,COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC
3547,sulfadoxine,C1C(N(C2=C(N1)NC(=NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-].[Ca+2]
3548,natamycin,CC[C@]1(CC[C@@H](O1)[C@@]2(CC[C@@]3(O2)C[C@@H]([C@H]([C@H](O3)[C@@H](C)[C@H]([C@H](C)C(=O)O)OC)C)O)C)[C@H]4[C@H](C[C@@H](O4)[C@@H]5[C@H](C[C@H]([C@@](O5)(CO)O)C)C)C
3549,saquinavir,C[C@H]1C[C@H]2[C@@H]3CC[C@@H]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)CC4)C)O)C)C(=O)C
3550,sertaconazole,CN(C)[C@H]1[C@@H]2C[C@@H]3[C@@H](C4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O
3551,piperidolate,CN(C)CCOC(=O)COC1=CC=C(C=C1)Cl
3552,milrinone,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
3553,dexpropranolol,C1CCN(CC1)CCOC(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
3554,Prestwick-1085,COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N
3555,cyclopentolate,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)F
3556,verteporfin,CC1=C(C=CC=C1NC2=C(C=CC=N2)C(=O)O)C(F)(F)F
3557,ronidazole,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O
3558,repaglinide,C[C@H]([C@@](C(C)C)(C(=O)OCC1=CCN2[C@H]1[C@H](CC2)O)O)OC
3559,trifluridine,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N
3560,methanthelinium bromide,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Br
3561,ciprofibrate,C1[C@H]([C@@H]2[C@H](O1)[C@H](CO2)O)O
3562,cycloserine,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O
3563,estriol,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2
3564,meropenem,CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O
3565,dorzolamide,C1=CC=C2C(=C1)C=NN=C2NN
3566,trichostatin A,C1=CC=C(C=C1)CCN=C(N)N=C(N)N
3567,piretanide,C1=CC=C(C=C1)CNC2=NC=NC3=C2NC=N3
3568,oxprenolol,CCCNC(C)C(=O)NC1=CC=CC=C1C
3569,tropine,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl
3570,chloropyrazine,CC(C1=CC=CC(=C1)C(=O)C2=CC=CC=C2)C(=O)O
3571,(-)-isoprenaline,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3
3572,ramipril,C1CC(=NC1)C2=CN=CC=C2
3573,azaperone,C1=CC=C(C=C1)CN=C(N)NC(=O)C2=C(N=C(C(=N2)Cl)N)N
3574,piperacetazine,CC1=C(C(=C2C(=C1)C(=C(C(=C2C=O)O)O)C(C)C)O)C3=C(C=C4C(=C3O)C(=C(C(=C4C(C)C)O)O)C=O)C
3575,ondansetron,CCN1C[C@@]2(CC[C@@H]([C@@]34[C@@H]2C[C@@H](C31)[C@]5(C[C@@H]([C@H]6C[C@@H]4[C@@H]5[C@H]6O)OC)O)O)C
3576,thiethylperazine,C[C@]12CC[C@H](C[C@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O
3577,benzylpenicillin,CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3
3578,oxedrine,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC[C@@H]4[C@@]3(C=CC(=O)N4)C
3579,kaempferol,C[N+]1(C[C@@H](C[C@H]1C(=O)[O-])O)C
3580,mephenytoin,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C
3581,cefepime,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)C[C@@H](C5=CC(=O)C=C[C@]35C)F)O
3582,oxyphenbutazone,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C.[Br-]
3583,propoxycaine,C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O)C)C)C)NC1
3584,mesalazine,CCN1CC2(CCC(C34C2C(C5(C31)C6(CC(C7CC4(C6C7OC)O)OC)OCO5)OC(=O)C)OC)C
3603,medrysone,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31
3604,demeclocycline,CC(C)C1=C(N(N(C1=O)C2=CC=CC=C2)C)CN(C)C(C)CC3=CC=CC=C3
3605,meclofenoxate,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)[O-].[Na+]
3606,levonorgestrel,CC(=O)NC1CCSC1=O
3608,cloperastine,C1COCCN1CC2CN(C(=O)O2)/N=C/C3=CC=C(O3)[N+](=O)[O-]
3609,sulfamethoxypyridazine,CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3C[C@@H](C5=CC(=O)C=C[C@@]54C)F)F)O)C)OC(O2)(C)C
3610,flumetasone,C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2
3612,fenoprofen,CC1CC(CC(N1C)(C)C)OC(=O)C(C2=CC=CC=C2)O
3613,Prestwick-664,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O
3614,Prestwick-674,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F
3615,heliotrine,C[C@@H]1C/C=C/C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)OC4CCC(C(O4)C)N(C)C
3616,sulfamerazine,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O
3617,bromopride,CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C
3618,fenbufen,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C
3619,tropicamide,C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O
3620,lomefloxacin,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O
3621,hydralazine,CC1=C(C=CC(=C1)C(C)(C)CC(C)(C)C)OCCOCC[N+](C)(C)CC2=CC=CC=C2.[Cl-]
3622,phenformin,C1=CC(=CC=C1N)S(=O)(=O)NC2=NN=C(C=C2)Cl
3623,6-benzylaminopurine,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)C=O)O)O
3624,prilocaine,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2CC[C@]3([C@@H](C2)CC[C@@H]4[C@@H]3C[C@H]([C@]5([C@@]4(CC[C@@H]5C6=CC(=O)OC6)O)C)O)C)O)O[C@H]7C[C@@H]([C@@H]([C@H](O7)C)O[C@H]8C[C@@H]([C@@H]([C@H](O8)C)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)OC(=O)C)O
3625,metoclopramide,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N
3626,ketoprofen,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O
3627,nefopam,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)C1=CC=CC=C1
3629,PNU-0230031,CC1=C(C(=CC=C1)C)OCC(C)N
3630,0179445-0000,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C#C)O)C
3632,PNU-0230031,CC[C@@]12CCCN3[C@@H]1C4=C(CC3)C5=CC=CC=C5N4[C@](C2)(C(=O)OC)O
3633,0179445-0000,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O)F
3634,myosmine,C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-]
3635,benzamil,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C
3636,foliosidine,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl
3637,gossypol,C1[C@@H](C(=O)NO1)N
3638,karakoline,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2
3639,etiocholanolone,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C
3640,diphenylpyraline,CCC1NC2=CC(=C(C=C2C(=O)N1)S(=O)(=O)N)Cl
3641,finasteride,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3
